SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Edu_expenditure(%),Edu_cor
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2002,2002,17.05947,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2003,2003,17.91217,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2004,2004,19.37466,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2005,2005,19.3951,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2006,2006,19.13672,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2007,2007,19.5752,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2008,2008,21.12547,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2009,2009,21.67991,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2010,2010,20.37801,2.04661,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2011,2011,22.48696,3.3221,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2012,2012,28.98388,2.88959,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2013,2013,32.0404,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2014,2014,41.09151,3.35319,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2015,2015,39.92528,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2016,2016,40.27507,4.42541,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2017,2017,42.00012,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2018,2018,38.4215,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",BRN,Brunei Darussalam,2019,2019,38.76975,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1972,1972,0.63181,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1973,1973,0.53613,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1993,1993,0.41165,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1994,1994,0.45741,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1995,1995,0.41295,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1996,1996,0.49426,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,1997,1997,0.39404,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2000,2000,1.2163,1.65599,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2001,2001,1.27862,1.72222,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2002,2002,1.41784,1.71121,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2004,2004,1.75143,1.71982,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2005,2005,2.12414,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2006,2006,3.60106,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2007,2007,4.80518,1.5993,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2008,2008,6.18139,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2009,2009,8.44712,1.66568,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2010,2010,10.47134,1.53379,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2011,2011,11.42138,1.51069,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2015,2015,11.81066,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2017,2017,12.16869,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2018,2018,12.93279,2.16286,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",KHM,Cambodia,2019,2019,14.30465,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1972,1972,2.38689,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1973,1973,2.20774,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1993,1993,1.98612,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1994,1994,2.25124,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1995,1995,2.2283,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1996,1996,2.69316,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,1997,1997,2.1703,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2000,2000,3.80791,1.65599,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2001,2001,3.52146,1.72222,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2002,2002,3.58778,1.71121,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2004,2004,3.89694,1.71982,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2005,2005,4.66283,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2006,2006,7.75456,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2007,2007,9.81022,1.5993,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2008,2008,12.04673,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2009,2009,15.07627,1.66568,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2010,2010,17.39173,1.53379,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2011,2011,18.23244,1.51069,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2015,2015,14.38902,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2017,2017,14.06193,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2018,2018,14.4196,2.16286,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",KHM,Cambodia,2019,2019,15.16371,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1971,1971,1.41124,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1972,1972,1.50099,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1973,1973,1.36415,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1980,1980,0.10253,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1981,1981,0.09022,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1982,1982,0.08932,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1983,1983,0.11217,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1984,1984,0.19527,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1985,1985,0.27306,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1986,1986,0.29659,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1989,1989,0.62945,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1990,1990,0.65858,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1991,1991,0.77557,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1992,1992,0.98341,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1993,1993,1.19342,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1994,1994,1.3497,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1995,1995,1.31497,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1996,1996,1.58191,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,1997,1997,1.26486,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2000,2000,2.48136,1.65599,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2001,2001,2.37991,1.72222,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2002,2002,2.48943,1.71121,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2003,2003,2.91816,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2004,2004,2.81714,1.71982,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2005,2005,3.38856,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2006,2006,5.67855,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2007,2007,7.31446,1.5993,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2008,2008,9.12243,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2009,2009,11.76895,1.66568,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2010,2010,13.96499,1.53379,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2011,2011,14.89007,1.51069,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2015,2015,13.13563,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2017,2017,13.13428,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2018,2018,13.68776,2.16286,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",KHM,Cambodia,2019,2019,14.73896,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1974,1974,0.21417,1.76115,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1975,1975,0.33047,1.7085,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1976,1976,0.37896,1.81657,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1977,1977,0.43283,1.74954,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1978,1978,0.422,1.95884,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1979,1979,0.47941,2.14805,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1980,1980,0.56056,1.9119,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,1994,1994,2.47345,1.98571,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2003,2003,13.94749,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2004,2004,16.58445,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2005,2005,18.08854,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2006,2006,19.62175,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2007,2007,20.28364,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2008,2008,20.85634,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2009,2009,22.87581,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2010,2010,24.95607,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2011,2011,26.78327,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2012,2012,30.26018,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2013,2013,34.55895,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2014,2014,45.75697,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2015,2015,50.17866,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2016,2016,52.7417,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2017,2017,53.97915,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2018,2018,55.88122,#N/A,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CHN,China,2019,2019,59.46992,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1974,1974,0.45599,1.76115,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1975,1975,0.61341,1.7085,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1976,1976,0.74104,1.81657,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1977,1977,0.83058,1.74954,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1978,1978,0.97526,1.95884,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1979,1979,1.42621,2.14805,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1980,1980,1.66852,1.9119,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,1994,1994,4.68749,1.98571,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2003,2003,16.87404,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2004,2004,18.73577,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2005,2005,20.02829,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2006,2006,20.78171,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2007,2007,20.74453,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2008,2008,20.52263,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2009,2009,22.03863,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2010,2010,23.49371,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2011,2011,24.59831,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2012,2012,27.31908,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2013,2013,30.50321,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2014,2014,39.43411,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2015,2015,42.33761,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2016,2016,43.81256,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2017,2017,44.71566,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2018,2018,45.92842,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CHN,China,2019,2019,48.72492,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1970,1970,0.12821,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1973,1973,0.20639,1.65082,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1974,1974,0.33842,1.76115,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1975,1975,0.47586,1.7085,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1976,1976,0.56507,1.81657,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1977,1977,0.63722,1.74954,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1978,1978,0.7063,1.95884,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1979,1979,0.96615,2.14805,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1980,1980,1.13033,1.9119,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1981,1981,1.78178,1.94881,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1984,1984,2.01843,1.99863,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1985,1985,2.4366,2.00814,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1986,1986,2.97223,2.06155,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1987,1987,3.11257,1.80425,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1988,1988,3.08206,1.76418,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1989,1989,2.99196,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1990,1990,2.97256,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1991,1991,2.89146,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1992,1992,2.80566,1.65456,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1993,1993,2.88969,1.65785,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1994,1994,3.61141,1.98571,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1995,1995,4.39014,1.84192,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1996,1996,4.91532,1.85339,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1997,1997,5.35011,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1998,1998,5.86393,1.84433,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,1999,1999,6.39428,1.88804,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2000,2000,7.59041,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2001,2001,9.78911,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2002,2002,12.62848,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2003,2003,15.45268,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2004,2004,17.69126,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2005,2005,19.087,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2006,2006,20.21919,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2007,2007,20.52122,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2008,2008,20.68412,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2009,2009,22.44306,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2010,2010,24.19849,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2011,2011,25.64785,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2012,2012,28.72567,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2013,2013,32.43367,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2014,2014,42.43073,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2015,2015,46.04043,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2016,2016,48.01902,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2017,2017,49.07326,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2018,2018,50.60444,#N/A,
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CHN,China,2019,2019,53.76491,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1971,1971,10.17951,2.36815,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1972,1972,10.82714,2.29561,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1973,1973,11.34435,2.18337,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1974,1974,12.56766,2.36029,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1975,1975,13.28872,2.4492,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1976,1976,14.78566,2.43336,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1977,1977,13.29376,2.21924,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1979,1979,13.43098,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1980,1980,13.59412,2.19214,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1982,1982,14.12719,1.66983,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1983,1983,15.42666,2.5786,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1984,1984,16.23252,2.58169,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1992,1992,21.68047,2.8282,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1993,1993,22.3852,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",1994,1994,24.52558,#N/A,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2003,2003,32.23031,4.2853,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2004,2004,32.08117,4.55896,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2005,2005,33.41835,4.13463,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2006,2006,34.7197,3.84279,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2007,2007,43.28658,3.45455,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2008,2008,56.35072,3.26063,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2009,2009,57.69021,4.39213,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2010,2010,59.73752,3.51003,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2011,2011,59.90961,3.41822,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2012,2012,59.20953,3.50961,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2013,2013,64.30331,3.76032,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2014,2014,65.384,3.57255,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2015,2015,65.23117,3.26212,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2016,2016,67.39361,3.29265,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2017,2017,70.29046,3.3101,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,72.89821,3.32652,
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,76.69708,3.81058,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1971,1971,4.61203,2.36815,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1972,1972,4.41907,2.29561,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1973,1973,4.55415,2.18337,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1974,1974,4.66448,2.36029,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1975,1975,5.00187,2.4492,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1976,1976,5.14617,2.43336,
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",HKG,"China, Hong Kong Special Administrative Region",1977,1977,5.21638,2.21924,
