NATMON_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),KHM,Cambodia,2014,2014,0.92518,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KHM,Cambodia,1998,1998,0.0115,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KHM,Cambodia,2000,2000,0.10286,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),KHM,Cambodia,2001,2001,0.14376,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2001,2001,0.14127,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2009,2009,0.44892,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2010,2010,0.43351,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2011,2011,0.44222,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2012,2012,0.45559,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2013,2013,0.56501,,
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),KHM,Cambodia,2014,2014,0.54972,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KHM,Cambodia,1998,1998,0.05749,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KHM,Cambodia,2009,2009,0.10493,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KHM,Cambodia,2010,2010,0.08968,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KHM,Cambodia,2011,2011,0.08067,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),KHM,Cambodia,2013,2013,0.12508,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,1998,1998,0.02455,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2000,2000,0.04287,‡,UIS Estimation
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2001,2001,0.01887,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2002,2002,0.01788,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2009,2009,0.02714,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2010,2010,0.02641,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2011,2011,0.02923,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2012,2012,0.03192,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2013,2013,0.05448,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),KHM,Cambodia,2014,2014,0.05027,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1980,1980,0.56544,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1981,1981,0.58997,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1982,1982,0.63945,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1983,1983,0.6411,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1984,1984,0.59916,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1985,1985,0.58996,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1986,1986,0.60639,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1987,1987,0.55476,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1988,1988,0.57495,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1992,1992,0.56739,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1993,1993,0.57657,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1994,1994,0.77434,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1995,1995,0.55447,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1996,1996,0.74874,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1998,1998,0.66514,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),CHN,China,1999,1999,0.61544,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1971,1971,,n,Magnitude nil or negligible
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1980,1980,0.01809,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1981,1981,0.02127,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1982,1982,0.02308,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1983,1983,0.02724,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1984,1984,0.02514,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1985,1985,0.0333,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1986,1986,0.02901,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1987,1987,0.02735,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1988,1988,0.02589,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1992,1992,0.02258,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1993,1993,0.02259,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1994,1994,0.03016,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1995,1995,0.02589,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1996,1996,0.02681,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1998,1998,0.02448,,
XGDP_02_FSGOV,Government expenditure on pre-primary education as a percentage of GDP (%),CHN,China,1999,1999,0.02671,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1971,1971,0.19333,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1972,1972,0.2292,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1973,1973,0.25978,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1974,1974,0.2815,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1975,1975,0.27307,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1976,1976,0.30549,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1977,1977,0.28954,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1978,1978,0.40694,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1979,1979,0.56677,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1980,1980,0.58637,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1981,1981,0.6153,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1982,1982,0.62121,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1983,1983,0.67581,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1984,1984,0.67871,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1985,1985,0.68546,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1986,1986,0.7044,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1987,1987,0.58039,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1988,1988,0.51837,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1992,1992,0.42906,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1993,1993,0.38443,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1994,1994,0.42461,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1995,1995,0.36006,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1996,1996,0.36439,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1998,1998,0.28736,,
XGDP_5T8_FSGOV,Government expenditure on tertiary education as a percentage of GDP (%),CHN,China,1999,1999,0.45283,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1971,1971,1.38874,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1972,1972,1.60476,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1973,1973,1.65082,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1974,1974,1.76115,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1975,1975,1.7085,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1976,1976,1.81657,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1977,1977,1.74954,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1978,1978,1.95884,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1979,1979,2.14805,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1980,1980,1.9119,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1981,1981,1.94881,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1982,1982,2.03448,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1983,1983,2.07692,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1984,1984,1.99863,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1985,1985,2.00814,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1986,1986,2.06155,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1987,1987,1.80425,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1988,1988,1.76418,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1992,1992,1.65456,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1993,1993,1.65785,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1994,1994,1.98571,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1995,1995,1.84192,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1996,1996,1.85339,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1998,1998,1.84433,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),CHN,China,1999,1999,1.88804,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1980,1980,0.742,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1981,1981,0.72227,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1982,1982,0.75074,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1983,1983,0.73278,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1984,1984,0.69561,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1985,1985,0.69942,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1986,1986,0.72175,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1987,1987,0.64175,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1988,1988,0.64498,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1992,1992,0.63049,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1993,1993,0.66647,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1994,1994,0.71651,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1995,1995,0.52214,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1996,1996,0.71346,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1998,1998,0.59443,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),CHN,China,1999,1999,0.70636,,
XGDP_3_FSGOV,Government expenditure on upper secondary education as a percentage of GDP (%),CHN,China,1999,1999,0.38744,,
XGDP_4_FSGOV,Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%),CHN,China,1999,1999,,a,Category not applicable
XGDP_2_FSGOV,Government expenditure on lower secondary education as a percentage of GDP (%),CHN,China,1999,1999,0.31892,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1971,1971,0.5461,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1972,1972,0.52518,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1973,1973,0.55375,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1974,1974,0.64647,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1975,1975,0.71557,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1976,1976,0.72284,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1977,1977,0.65446,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1978,1978,0.68791,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1980,1980,0.71283,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1981,1981,0.81683,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1982,1982,0.84121,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1983,1983,0.9694,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1984,1984,1.00363,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1985,1985,1.03233,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1990,1990,0.98666,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1992,1992,1.05652,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1996,1996,0.95469,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2002,2002,1.27889,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2003,2003,1.37766,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2004,2004,1.4813,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2005,2005,1.39816,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2006,2006,1.27382,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2007,2007,1.17524,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2008,2008,1.1104,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2009,2009,1.18057,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2010,2010,1.24737,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2011,2011,1.20135,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2012,2012,1.17849,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2013,2013,1.14646,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2014,2014,1.11869,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2015,2015,1.10628,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2016,2016,1.08807,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2017,2017,1.08093,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2018,2018,1.04171,,
XGDP_2T3_FSGOV,Government expenditure on secondary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2019,2019,1.03911,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1971,1971,1.17386,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1972,1972,1.08623,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1973,1973,1.15052,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1974,1974,1.23282,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1975,1975,1.15069,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1976,1976,1.13272,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1977,1977,1.01174,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1978,1978,0.94512,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1980,1980,0.73869,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1981,1981,0.72305,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1982,1982,0.70401,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1983,1983,0.83471,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1984,1984,0.80672,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1985,1985,0.80451,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1990,1990,0.66815,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1992,1992,0.67465,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1996,1996,0.58034,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2001,2001,0.91065,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2002,2002,0.93502,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2003,2003,1.0019,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2004,2004,1.04729,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2005,2005,0.95539,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2006,2006,0.85332,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2007,2007,0.74181,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2008,2008,0.69768,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2009,2009,0.71514,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2010,2010,0.73467,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2011,2011,0.70094,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2012,2012,0.65456,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2013,2013,0.65973,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2014,2014,0.67357,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2015,2015,0.6831,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2016,2016,0.7025,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2017,2017,0.71807,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2018,2018,0.73453,,
XGDP_1_FSGOV,Government expenditure on primary education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2019,2019,0.75767,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1971,1971,2.36815,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1972,1972,2.29561,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1973,1973,2.18337,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1974,1974,2.36029,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1975,1975,2.4492,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1976,1976,2.43336,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1977,1977,2.21924,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1978,1978,2.32255,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1980,1980,2.19214,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1981,1981,2.27173,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1982,1982,1.66983,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1983,1983,2.5786,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1984,1984,2.58169,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1985,1985,2.55897,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1990,1990,2.46609,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1992,1992,2.8282,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",1996,1996,2.72831,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2001,2001,3.9037,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2002,2002,4.01554,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2003,2003,4.2853,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2004,2004,4.55896,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2005,2005,4.13463,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2006,2006,3.84279,,
XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),HKG,"China, Hong Kong Special Administrative Region",2007,2007,3.45455,,
