SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",MAC,"China, Macao Special Administrative Region",2018,2018,104.46099
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",MAC,"China, Macao Special Administrative Region",2019,2019,115.81184
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1988,1988,28.11846
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1989,1989,29.41286
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1990,1990,32.918
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1991,1991,27.64848
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1992,1992,27.18646
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1993,1993,26.47659
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1994,1994,23.97102
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1997,1997,29.84688
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",1999,1999,28.93501
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2000,2000,27.61514
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2001,2001,48.75296
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2002,2002,64.41315
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2003,2003,74.45446
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2004,2004,63.36014
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2005,2005,54.41829
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2006,2006,49.94532
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2007,2007,48.06863
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2008,2008,48.85586
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2009,2009,53.9834
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2010,2010,55.05005
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2011,2011,58.38834
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2012,2012,51.67093
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2013,2013,58.3015
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2014,2014,65.05145
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2015,2015,71.39112
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2016,2016,78.34248
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2017,2017,84.7085
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2018,2018,90.6571
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",MAC,"China, Macao Special Administrative Region",2019,2019,100.08467
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1989,1989,41.7182
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1990,1990,48.04264
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1991,1991,37.23014
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1992,1992,35.09983
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1993,1993,33.78876
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1994,1994,29.21763
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1997,1997,34.37979
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",1999,1999,36.4828
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2000,2000,31.12152
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2001,2001,62.0155
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2002,2002,88.05694
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2003,2003,99.79064
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2004,2004,79.16868
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2005,2005,65.77501
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2006,2006,57.67155
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2007,2007,52.26534
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2008,2008,51.78376
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2009,2009,56.4908
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2010,2010,56.08768
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2011,2011,58.68014
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2012,2012,46.40112
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2013,2013,51.69969
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2014,2014,57.03205
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2015,2015,62.05926
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2016,2016,67.4286
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2017,2017,73.66149
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2018,2018,77.42853
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",MAC,"China, Macao Special Administrative Region",2019,2019,85.10347
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1971,1971,1.14908
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1972,1972,1.49636
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1973,1973,1.44079
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1974,1974,1.26311
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1978,1978,1.94007
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1979,1979,2.12867
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1980,1980,2.11864
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1981,1981,2.51883
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1982,1982,2.42996
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1983,1983,2.57931
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1984,1984,3.23986
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1985,1985,3.74384
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1986,1986,4.94666
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1987,1987,5.43218
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1988,1988,7.08323
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1989,1989,8.87872
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1990,1990,10.54645
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1991,1991,11.14632
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1992,1992,11.66877
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1993,1993,14.03892
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1994,1994,16.13178
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1995,1995,19.05696
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1996,1996,22.4985
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1997,1997,22.99959
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,1999,1999,23.3286
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2000,2000,22.20189
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2001,2001,24.92529
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2002,2002,28.03539
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2003,2003,32.50782
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2004,2004,35.49476
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2005,2005,35.33074
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2006,2006,34.20442
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2007,2007,36.06191
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2008,2008,41.71082
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2009,2009,48.46208
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2010,2010,45.62976
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2011,2011,47.29882
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2012,2012,49.71835
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2013,2013,53.69162
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2014,2014,62.59883
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2015,2015,69.39547
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2016,2016,73.41246
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2017,2017,82.35413
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",CYP,Cyprus,2018,2018,84.4955
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1971,1971,1.30064
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1972,1972,1.46033
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1973,1973,1.59915
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1974,1974,1.42483
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1978,1978,1.71262
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1979,1979,2.19652
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1980,1980,2.24623
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1981,1981,2.86842
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1982,1982,3.02896
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1983,1983,2.80094
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1984,1984,3.40538
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1985,1985,3.96423
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1986,1986,4.83478
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1987,1987,5.42948
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1988,1988,6.75499
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1989,1989,7.93435
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1990,1990,9.0271
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1991,1991,10.12451
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1992,1992,9.24712
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1993,1993,14.07258
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1994,1994,15.02813
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1995,1995,17.01657
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1996,1996,19.17956
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1997,1997,20.9354
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,1999,1999,21.03242
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2000,2000,19.56232
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2001,2001,21.61252
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2002,2002,25.10229
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2003,2003,31.96361
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2004,2004,35.86369
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2005,2005,33.22082
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2006,2006,33.41991
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2007,2007,36.17381
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2008,2008,42.618
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2009,2009,52.00389
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2010,2010,48.31158
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2011,2011,46.53973
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2012,2012,45.86359
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2013,2013,47.52524
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2014,2014,53.10435
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2015,2015,60.10123
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2016,2016,67.17111
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2017,2017,75.94081
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",CYP,Cyprus,2018,2018,81.33708
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1971,1971,1.44992
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1972,1972,1.42532
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1973,1973,1.75087
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1974,1974,1.57792
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1978,1978,1.50367
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1979,1979,2.25813
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1980,1980,2.36106
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1981,1981,3.18235
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1982,1982,3.56904
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1983,1983,3.00044
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1984,1984,3.55352
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1985,1985,4.16026
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1986,1986,4.73557
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1987,1987,5.42708
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1988,1988,6.46315
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1989,1989,7.10009
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1990,1990,7.69186
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1991,1991,9.22554
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1992,1992,7.0822
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1993,1993,14.10547
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1994,1994,13.93008
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1995,1995,14.95261
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1996,1996,15.79338
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1997,1997,18.81327
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,1999,1999,18.68825
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2000,2000,16.89092
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2001,2001,18.25967
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2002,2002,22.27376
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2003,2003,31.44766
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2004,2004,36.20994
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2005,2005,31.20163
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2006,2006,32.64489
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2007,2007,36.28689
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2008,2008,43.52871
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2009,2009,55.5818
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2010,2010,50.87154
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2011,2011,45.81109
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2012,2012,42.16806
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2013,2013,41.60205
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2014,2014,44.1031
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2015,2015,51.11182
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2016,2016,60.91103
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2017,2017,69.58511
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",CYP,Cyprus,2018,2018,78.0345
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",PRK,Democratic People's Republic of Korea,2009,2009,40.79617
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",PRK,Democratic People's Republic of Korea,2015,2015,36.02838
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",PRK,Democratic People's Republic of Korea,2018,2018,35.22
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",PRK,Democratic People's Republic of Korea,2009,2009,30.87792
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",PRK,Democratic People's Republic of Korea,2011,2011,30.34524
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",PRK,Democratic People's Republic of Korea,2015,2015,28.10542
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",PRK,Democratic People's Republic of Korea,2018,2018,26.835
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",PRK,Democratic People's Republic of Korea,2009,2009,20.57362
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",PRK,Democratic People's Republic of Korea,2015,2015,19.85236
GER_5T8_F,"Gross enrolment ratio for tertiary education, female (%)",PRK,Democratic People's Republic of Korea,2018,2018,18.05063
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1981,1981,31.19106
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1991,1991,38.09806
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1995,1995,37.6557
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1996,1996,37.15681
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1997,1997,40.96012
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,1999,1999,33.93948
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2000,2000,38.81787
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2001,2001,40.64951
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2002,2002,42.72515
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2003,2003,45.65467
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2004,2004,43.97979
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2005,2005,49.39838
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2006,2006,39.2883
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2007,2007,38.75982
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2008,2008,34.51731
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2009,2009,25.27855
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2010,2010,28.36432
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2011,2011,30.96982
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2012,2012,27.74185
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2013,2013,32.65062
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2014,2014,37.11371
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2015,2015,41.59272
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2016,2016,48.1178
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2017,2017,53.25228
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2018,2018,57.25506
GER_5T8_M,"Gross enrolment ratio for tertiary education, male (%)",GEO,Georgia,2019,2019,60.1599
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1981,1981,29.57719
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1991,1991,36.18913
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1995,1995,43.49281
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1996,1996,39.94224
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1997,1997,42.78186
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,1999,1999,36.09961
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2000,2000,39.05969
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2001,2001,40.86438
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2002,2002,43.76618
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2003,2003,45.8531
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2004,2004,45.78385
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2005,2005,51.37931
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2006,2006,42.73038
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2007,2007,41.81057
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2008,2008,38.87021
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2009,2009,28.8817
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2010,2010,32.58371
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2011,2011,34.7855
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2012,2012,32.24253
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2013,2013,37.914
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2014,2014,42.28092
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2015,2015,46.48113
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2016,2016,51.83005
GER_5T8,"Gross enrolment ratio for tertiary education, both sexes (%)",GEO,Georgia,2017,2017,56.81128
